date,city_code,tmv_city_(in 10 million dollars),company,ms_pct
1-Feb-22,700001,255.04,ICE & Luter,31.02
1-Feb-22,560001,224.3,ICE & Luter,30.34
1-Feb-22,600001,191.44,ICE & Luter,21.66
1-Feb-22,500001,170.66,ICE & Luter,23.47
1-Feb-22,411001,162.18,ICE & Luter,32.57
1-Feb-22,380001,126.35,ICE & Luter,27.25
1-Feb-22,302001,90.74,ICE & Luter,31.9
1-Feb-22,226001,77.59,ICE & Luter,17.33
1-Feb-22,800008,64.02,ICE & Luter,31.64
1-Feb-22,641001,57.66,ICE & Luter,29.09
1-Feb-22,160017,41.98,ICE & Luter,29.39
1-Feb-22,122001,32.01,ICE & Luter,19.87
1-Feb-22,492001,20.14,ICE & Luter,26.89
1-Mar-22,400001,305.81,ICE & Luter,32.14
1-Mar-22,110001,258.07,ICE & Luter,31.97
1-Mar-22,700001,237.35,ICE & Luter,19.64
1-Mar-22,560001,208.74,ICE & Luter,28.13
1-Mar-22,600001,178.16,ICE & Luter,24.17
1-Mar-22,500001,158.83,ICE & Luter,31.95
1-Mar-22,411001,150.93,ICE & Luter,28.19
1-Mar-22,380001,117.59,ICE & Luter,20.42
1-Mar-22,302001,84.44,ICE & Luter,26.67
1-Mar-22,226001,72.21,ICE & Luter,24.99
1-Mar-22,800008,59.58,ICE & Luter,25.96
1-Mar-22,641001,53.67,ICE & Luter,18.31
1-Mar-22,160017,39.07,ICE & Luter,26
1-Mar-22,122001,29.79,ICE & Luter,31
1-Mar-22,492001,18.74,ICE & Luter,25.32
1-Apr-22,400001,324.26,ICE & Luter,28.26
1-Apr-22,110001,273.63,ICE & Luter,30.41
1-Apr-22,700001,251.67,ICE & Luter,27
1-Apr-22,560001,221.33,ICE & Luter,26.36
1-Apr-22,600001,188.91,ICE & Luter,32.23
1-Apr-22,500001,168.41,ICE & Luter,29.48
1-Apr-22,411001,160.04,ICE & Luter,19.73
1-Apr-22,380001,124.68,ICE & Luter,28.14
1-Apr-22,302001,89.54,ICE & Luter,30.37
1-Apr-22,226001,76.57,ICE & Luter,27.86
1-Apr-22,800008,63.18,ICE & Luter,28.65
1-Apr-22,641001,56.9,ICE & Luter,28.8
1-Apr-22,160017,41.42,ICE & Luter,17.34
1-Apr-22,122001,31.59,ICE & Luter,25.59
1-Apr-22,492001,19.87,ICE & Luter,23.98
1-Jun-22,400001,308,ICE & Luter,25.79
1-Jun-22,110001,253.61,ICE & Luter,29.72
1-Jun-22,700001,235.88,ICE & Luter,28.19
1-Jun-22,560001,211.24,ICE & Luter,34.45
1-Jun-22,600001,174.99,ICE & Luter,31.83
1-Jun-22,500001,157.64,ICE & Luter,31.38
1-Jun-22,411001,152.13,ICE & Luter,34.69
1-Jun-22,380001,115.47,ICE & Luter,30.83
1-Jun-22,302001,85.72,ICE & Luter,18.84
1-Jun-22,226001,73.7,ICE & Luter,33.05
1-Jun-22,800008,60.5,ICE & Luter,20.51
1-Jun-22,641001,53.6,ICE & Luter,30.84
1-Jun-22,160017,39.02,ICE & Luter,33.35
1-Jun-22,122001,30.35,ICE & Luter,27.73
1-Jun-22,492001,18.92,ICE & Luter,20.64
1-Jul-22,400001,348.85,ICE & Luter,27.91
1-Jul-22,110001,287.25,ICE & Luter,31
1-Jul-22,700001,267.16,ICE & Luter,31.46
1-Jul-22,560001,239.26,ICE & Luter,31
1-Jul-22,600001,198.2,ICE & Luter,22.28
1-Jul-22,500001,178.56,ICE & Luter,23.92
1-Jul-22,411001,172.31,ICE & Luter,33.14
1-Jul-22,380001,130.79,ICE & Luter,27.73
1-Jul-22,302001,97.09,ICE & Luter,32.48
1-Jul-22,226001,83.47,ICE & Luter,17.9
1-Jul-22,800008,68.52,ICE & Luter,32.24
1-Jul-22,641001,60.71,ICE & Luter,29.72
1-Jul-22,160017,44.19,ICE & Luter,29.83
1-Jul-22,122001,34.37,ICE & Luter,20.51
1-Jul-22,492001,21.43,ICE & Luter,27.41
1-Aug-22,400001,333.45,ICE & Luter,32.63
1-Aug-22,110001,274.57,ICE & Luter,32.43
1-Aug-22,700001,255.37,ICE & Luter,20.01
1-Aug-22,560001,228.7,ICE & Luter,28.48
1-Aug-22,600001,189.45,ICE & Luter,24.5
1-Aug-22,500001,170.67,ICE & Luter,32.33
1-Aug-22,411001,164.7,ICE & Luter,28.62
1-Aug-22,380001,125.02,ICE & Luter,20.76
1-Aug-22,302001,92.8,ICE & Luter,27.06
1-Aug-22,226001,79.79,ICE & Luter,25.32
1-Aug-22,800008,65.5,ICE & Luter,26.26
1-Aug-22,641001,58.03,ICE & Luter,18.68
1-Aug-22,160017,42.24,ICE & Luter,26.35
1-Aug-22,122001,32.85,ICE & Luter,31.41
1-Aug-22,492001,20.48,ICE & Luter,25.61
1-Sep-22,400001,349.97,ICE & Luter,28.82
1-Sep-22,110001,288.17,ICE & Luter,31.02
1-Sep-22,700001,268.02,ICE & Luter,27.51
1-Sep-22,560001,240.03,ICE & Luter,26.86
1-Sep-22,600001,198.83,ICE & Luter,32.84
1-Sep-22,500001,179.13,ICE & Luter,29.95
1-Sep-22,411001,172.86,ICE & Luter,20.34
1-Sep-22,380001,131.21,ICE & Luter,28.71
1-Sep-22,302001,97.4,ICE & Luter,30.93
1-Sep-22,226001,83.74,ICE & Luter,28.36
1-Sep-22,800008,68.74,ICE & Luter,29.16
1-Sep-22,641001,60.9,ICE & Luter,29.26
1-Sep-22,160017,44.33,ICE & Luter,17.81
1-Sep-22,122001,34.48,ICE & Luter,26.09
1-Sep-22,492001,21.5,ICE & Luter,24.4
1-Jan-22,400001,286.29,FEC,33.96
1-Jan-22,110001,241.59,FEC,35.77
1-Jan-22,700001,222.19,FEC,38.08
1-Jan-22,560001,195.41,FEC,33.01
1-Jan-22,600001,166.78,FEC,35.89
1-Jan-22,500001,148.68,FEC,34.05
1-Jan-22,411001,141.3,FEC,31.34
1-Jan-22,380001,110.08,FEC,32.08
1-Jan-22,302001,79.05,FEC,34.92
1-Jan-22,226001,67.6,FEC,31.28
1-Jan-22,800008,55.78,FEC,34.18
1-Jan-22,641001,50.24,FEC,36.64
1-Jan-22,160017,36.57,FEC,32.49
1-Jan-22,122001,27.89,FEC,35.33
1-Jan-22,492001,17.55,FEC,36.4
1-Feb-22,400001,328.6,FEC,36.83
1-Feb-22,110001,277.3,FEC,34.01
1-Feb-22,700001,255.04,FEC,36.01
1-Feb-22,560001,224.3,FEC,32.01
1-Feb-22,600001,191.44,FEC,31.77
1-Feb-22,500001,170.66,FEC,38.65
1-Feb-22,411001,162.18,FEC,33.9
1-Feb-22,380001,126.35,FEC,39.9
1-Feb-22,302001,90.74,FEC,33.52
1-Feb-22,226001,77.59,FEC,36.25
1-Feb-22,800008,64.02,FEC,31.56
1-Feb-22,641001,57.66,FEC,33.12
1-Feb-22,160017,41.98,FEC,35.37
1-Feb-22,122001,32.01,FEC,33.47
1-Feb-22,492001,20.14,FEC,35.36
1-Mar-22,400001,305.81,FEC,30.23
1-Mar-22,110001,258.07,FEC,33.16
1-Mar-22,700001,237.35,FEC,35.97
1-Mar-22,560001,208.74,FEC,33.78
1-Mar-22,600001,178.16,FEC,39.75
1-Mar-22,500001,158.83,FEC,32.13
1-Mar-22,411001,150.93,FEC,31.64
1-Mar-22,380001,117.59,FEC,37.88
1-Mar-22,302001,84.44,FEC,36.97
1-Mar-22,226001,72.21,FEC,37.79
1-Mar-22,800008,59.58,FEC,39.39
1-Mar-22,641001,53.67,FEC,32.85
1-Mar-22,160017,39.07,FEC,35.12
1-Mar-22,122001,29.79,FEC,33.91
1-Mar-22,492001,18.74,FEC,39.01
1-Apr-22,400001,324.26,FEC,32.22
1-Apr-22,110001,273.63,FEC,35.81
1-Apr-22,700001,251.67,FEC,38.01
1-Apr-22,560001,221.33,FEC,35.26
1-Apr-22,600001,188.91,FEC,33.15
1-Apr-22,500001,168.41,FEC,36.01
1-Apr-22,411001,160.04,FEC,37.08
1-Apr-22,380001,124.68,FEC,35.13
1-Apr-22,302001,89.54,FEC,33.23
1-Apr-22,226001,76.57,FEC,37.19
1-Apr-22,800008,63.18,FEC,35.35
1-Apr-22,641001,56.9,FEC,37.29
1-Apr-22,160017,41.42,FEC,40.37
1-Apr-22,122001,31.59,FEC,36.74
1-Apr-22,492001,19.87,FEC,37.27
1-Jun-22,400001,308,FEC,34.41
1-Jun-22,110001,253.61,FEC,36.23
1-Jun-22,700001,235.88,FEC,38.55
1-Jun-22,560001,211.24,FEC,33.48
1-Jun-22,600001,174.99,FEC,36.33
1-Jun-22,500001,157.64,FEC,34.55
1-Jun-22,411001,152.13,FEC,31.69
1-Jun-22,380001,115.47,FEC,32.48
1-Jun-22,302001,85.72,FEC,35.62
1-Jun-22,226001,73.7,FEC,31.61
1-Jun-22,800008,60.5,FEC,34.75
1-Jun-22,641001,53.6,FEC,37.01
1-Jun-22,160017,39.02,FEC,32.86
1-Jun-22,122001,30.35,FEC,35.74
1-Jun-22,492001,18.92,FEC,37
1-Jul-22,400001,348.85,FEC,37.49
1-Jul-22,110001,287.25,FEC,34.72
1-Jul-22,700001,267.16,FEC,36.53
1-Jul-22,560001,239.26,FEC,32.7
1-Jul-22,600001,198.2,FEC,32.68
1-Jul-22,500001,178.56,FEC,39.39
1-Jul-22,411001,172.31,FEC,34.49
1-Jul-22,380001,130.79,FEC,40.6
1-Jul-22,302001,97.09,FEC,34.13
1-Jul-22,226001,83.47,FEC,37.45
1-Jul-22,800008,68.52,FEC,32.16
1-Jul-22,641001,60.71,FEC,33.83
1-Jul-22,160017,44.19,FEC,35.9
1-Jul-22,122001,34.37,FEC,34.54
1-Jul-22,492001,21.43,FEC,36.04
1-Aug-22,400001,333.45,FEC,30.69
1-Aug-22,110001,274.57,FEC,33.63
1-Aug-22,700001,255.37,FEC,36.64
1-Aug-22,560001,228.7,FEC,34.2
1-Aug-22,600001,189.45,FEC,40.3
1-Aug-22,500001,170.67,FEC,32.52
1-Aug-22,411001,164.7,FEC,32.12
1-Aug-22,380001,125.02,FEC,38.5
1-Aug-22,302001,92.8,FEC,37.51
1-Aug-22,226001,79.79,FEC,38.28
1-Aug-22,800008,65.5,FEC,39.85
1-Aug-22,641001,58.03,FEC,33.52
1-Aug-22,160017,42.24,FEC,35.59
1-Aug-22,122001,32.85,FEC,34.36
1-Aug-22,492001,20.48,FEC,39.46
1-Sep-22,400001,349.97,FEC,32.86
1-Sep-22,110001,288.17,FEC,36.53
1-Sep-22,700001,268.02,FEC,38.73
1-Sep-22,560001,240.03,FEC,35.93
1-Sep-22,600001,198.83,FEC,33.77
1-Sep-22,500001,179.13,FEC,36.59
1-Sep-22,411001,172.86,FEC,38.23
1-Sep-22,380001,131.21,FEC,35.84
1-Sep-22,302001,97.4,FEC,33.85
1-Sep-22,226001,83.74,FEC,37.85
1-Sep-22,800008,68.74,FEC,35.98
1-Sep-22,641001,60.9,FEC,37.88
1-Sep-22,160017,44.33,FEC,41.46
1-Sep-22,122001,34.48,FEC,37.46
1-Sep-22,492001,21.5,FEC,37.92
1-Jan-22,400001,286.29,Payfone,11.87
1-Jan-22,110001,241.59,Payfone,10.64
1-Jan-22,700001,222.19,Payfone,9.53
1-Jan-22,560001,195.41,Payfone,8.42
1-Jan-22,600001,166.78,Payfone,7.17
1-Jan-22,500001,148.68,Payfone,8.67
1-Jan-22,411001,141.3,Payfone,8.76
1-Jan-22,380001,110.08,Payfone,11.88
1-Jan-22,302001,79.05,Payfone,12.19
1-Jan-22,226001,67.6,Payfone,13.12
1-Jan-22,800008,55.78,Payfone,12.14
1-Jan-22,641001,50.24,Payfone,8.24
1-Jan-22,160017,36.57,Payfone,8.37
1-Jan-22,122001,27.89,Payfone,10.22
1-Jan-22,492001,17.55,Payfone,12.36
1-Feb-22,400001,328.6,Payfone,11.47
1-Feb-22,110001,277.3,Payfone,8.9
1-Feb-22,700001,255.04,Payfone,9.77
1-Feb-22,560001,224.3,Payfone,9.27
1-Feb-22,600001,191.44,Payfone,9.4
1-Feb-22,500001,170.66,Payfone,11.52
1-Feb-22,411001,162.18,Payfone,8.39
1-Feb-22,380001,126.35,Payfone,8.48
1-Feb-22,302001,90.74,Payfone,11.18
1-Feb-22,226001,77.59,Payfone,8.94
1-Feb-22,800008,64.02,Payfone,10.87
1-Feb-22,641001,57.66,Payfone,9.68
1-Feb-22,160017,41.98,Payfone,11.25
1-Feb-22,122001,32.01,Payfone,8.69
1-Feb-22,492001,20.14,Payfone,10.25
1-Mar-22,400001,305.81,Payfone,11.66
1-Mar-22,110001,258.07,Payfone,7.72
1-Mar-22,700001,237.35,Payfone,8.88
1-Mar-22,560001,208.74,Payfone,11.17
1-Mar-22,600001,178.16,Payfone,12.83
1-Mar-22,500001,158.83,Payfone,11.53
1-Mar-22,411001,150.93,Payfone,12.37
1-Mar-22,380001,117.59,Payfone,10.09
1-Mar-22,302001,84.44,Payfone,10.65
1-Mar-22,226001,72.21,Payfone,8.7
1-Mar-22,800008,59.58,Payfone,10.49
1-Mar-22,641001,53.67,Payfone,8.22
1-Mar-22,160017,39.07,Payfone,10.5
1-Mar-22,122001,29.79,Payfone,8.08
1-Mar-22,492001,18.74,Payfone,9.49
1-Apr-22,400001,324.26,Payfone,12.18
1-Apr-22,110001,273.63,Payfone,9.46
1-Apr-22,700001,251.67,Payfone,9.18
1-Apr-22,560001,221.33,Payfone,11.46
1-Apr-22,600001,188.91,Payfone,9.52
1-Apr-22,500001,168.41,Payfone,9.09
1-Apr-22,411001,160.04,Payfone,8.02
1-Apr-22,380001,124.68,Payfone,10.89
1-Apr-22,302001,89.54,Payfone,12.47
1-Apr-22,226001,76.57,Payfone,11.29
1-Apr-22,800008,63.18,Payfone,11.54
1-Apr-22,641001,56.9,Payfone,11.35
1-Apr-22,160017,41.42,Payfone,9.82
1-Apr-22,122001,31.59,Payfone,10.52
1-Apr-22,492001,19.87,Payfone,12.31
1-Jun-22,400001,308,Payfone,12.03
1-Jun-22,110001,253.61,Payfone,10.78
1-Jun-22,700001,235.88,Payfone,9.65
1-Jun-22,560001,211.24,Payfone,8.54
1-Jun-22,600001,174.99,Payfone,7.26
1-Jun-22,500001,157.64,Payfone,8.8
1-Jun-22,411001,152.13,Payfone,8.86
1-Jun-22,380001,115.47,Payfone,12.03
1-Jun-22,302001,85.72,Payfone,12.43
1-Jun-22,226001,73.7,Payfone,13.26
1-Jun-22,800008,60.5,Payfone,12.34
1-Jun-22,641001,53.6,Payfone,8.32
1-Jun-22,160017,39.02,Payfone,8.47
1-Jun-22,122001,30.35,Payfone,10.34
1-Jun-22,492001,18.92,Payfone,12.56
1-Jul-22,400001,348.85,Payfone,11.67
1-Jul-22,110001,287.25,Payfone,9.09
1-Jul-22,700001,267.16,Payfone,9.91
1-Jul-22,560001,239.26,Payfone,9.47
1-Jul-22,600001,198.2,Payfone,9.67
1-Jul-22,500001,178.56,Payfone,11.74
1-Jul-22,411001,172.31,Payfone,8.54
1-Jul-22,380001,130.79,Payfone,8.63
1-Jul-22,302001,97.09,Payfone,11.38
1-Jul-22,226001,83.47,Payfone,9.24
1-Jul-22,800008,68.52,Payfone,11.08
1-Jul-22,641001,60.71,Payfone,9.89
1-Jul-22,160017,44.19,Payfone,11.42
1-Jul-22,122001,34.37,Payfone,8.97
1-Jul-22,492001,21.43,Payfone,10.45
1-Aug-22,400001,333.45,Payfone,11.84
1-Aug-22,110001,274.57,Payfone,7.83
1-Aug-22,700001,255.37,Payfone,9.05
1-Aug-22,560001,228.7,Payfone,11.31
1-Aug-22,600001,189.45,Payfone,13.01
1-Aug-22,500001,170.67,Payfone,11.67
1-Aug-22,411001,164.7,Payfone,12.56
1-Aug-22,380001,125.02,Payfone,10.26
1-Aug-22,302001,92.8,Payfone,10.81
1-Aug-22,226001,79.79,Payfone,8.81
1-Aug-22,800008,65.5,Payfone,10.61
1-Aug-22,641001,58.03,Payfone,8.39
1-Aug-22,160017,42.24,Payfone,10.64
1-Aug-22,122001,32.85,Payfone,8.19
1-Aug-22,492001,20.48,Payfone,9.6
1-Sep-22,400001,349.97,Payfone,12.42
1-Sep-22,110001,288.17,Payfone,9.65
1-Sep-22,700001,268.02,Payfone,9.35
1-Sep-22,560001,240.03,Payfone,11.68
1-Sep-22,600001,198.83,Payfone,9.7
1-Sep-22,500001,179.13,Payfone,9.24
1-Sep-22,411001,172.86,Payfone,8.27
1-Sep-22,380001,131.21,Payfone,11.11
1-Sep-22,302001,97.4,Payfone,12.7
1-Sep-22,226001,83.74,Payfone,11.49
1-Sep-22,800008,68.74,Payfone,11.74
1-Sep-22,641001,60.9,Payfone,11.53
1-Sep-22,160017,44.33,Payfone,10.09
1-Sep-22,122001,34.48,Payfone,10.73
1-Sep-22,492001,21.5,Payfone,12.52
1-Jan-22,400001,286.29,Others,7.52
1-Jan-22,110001,241.59,Others,6.57
1-Jan-22,700001,222.19,Others,7.93
1-Jan-22,560001,195.41,Others,5.46
1-Jan-22,600001,166.78,Others,7.03
1-Jan-22,500001,148.68,Others,7.35
1-Jan-22,411001,141.3,Others,8.45
1-Jan-22,380001,110.08,Others,6.54
1-Jan-22,302001,79.05,Others,6.32
1-Jan-22,226001,67.6,Others,5.35
1-Jan-22,800008,55.78,Others,7.36
1-Jan-22,641001,50.24,Others,9.02
1-Jan-22,160017,36.57,Others,8.81
1-Jan-22,122001,27.89,Others,7.97
1-Jan-22,492001,17.55,Others,6.58
1-Feb-22,400001,328.6,Others,5.66
1-Feb-22,110001,277.3,Others,7.19
1-Feb-22,700001,255.04,Others,7.72
1-Feb-22,560001,224.3,Others,7.4
1-Feb-22,600001,191.44,Others,7.97
1-Feb-22,500001,170.66,Others,6.16
1-Feb-22,411001,162.18,Others,7.47
1-Feb-22,380001,126.35,Others,8.04
1-Feb-22,302001,90.74,Others,6.13
1-Feb-22,226001,77.59,Others,5.55
1-Feb-22,800008,64.02,Others,7.63
1-Feb-22,641001,57.66,Others,7.4
1-Feb-22,160017,41.98,Others,8.88
1-Feb-22,122001,32.01,Others,8.45
1-Feb-22,492001,20.14,Others,6.51
1-Mar-22,400001,305.81,Others,7.24
1-Mar-22,110001,258.07,Others,8.17
1-Mar-22,700001,237.35,Others,7.15
1-Mar-22,560001,208.74,Others,6.86
1-Mar-22,600001,178.16,Others,6.13
1-Mar-22,500001,158.83,Others,6.79
1-Mar-22,411001,150.93,Others,7.37
1-Mar-22,380001,117.59,Others,6.99
1-Mar-22,302001,84.44,Others,5.46
1-Mar-22,226001,72.21,Others,7.84
1-Mar-22,800008,59.58,Others,6.33
1-Mar-22,641001,53.67,Others,8.73
1-Mar-22,160017,39.07,Others,9.15
1-Mar-22,122001,29.79,Others,6.75
1-Mar-22,492001,18.74,Others,7.7
1-Apr-22,400001,324.26,Others,7.22
1-Apr-22,110001,273.63,Others,5.86
1-Apr-22,700001,251.67,Others,6.4
1-Apr-22,560001,221.33,Others,7.79
1-Apr-22,600001,188.91,Others,7.67
1-Apr-22,500001,168.41,Others,8.82
1-Apr-22,411001,160.04,Others,6.47
1-Apr-22,380001,124.68,Others,6.64
1-Apr-22,302001,89.54,Others,7.06
1-Apr-22,226001,76.57,Others,6.33
1-Apr-22,800008,63.18,Others,5.77
1-Apr-22,641001,56.9,Others,7.11
1-Apr-22,160017,41.42,Others,7.16
1-Apr-22,122001,31.59,Others,7.16
1-Apr-22,492001,19.87,Others,7.7
1-Jun-22,400001,308,Others,7.62
1-Jun-22,110001,253.61,Others,6.66
1-Jun-22,700001,235.88,Others,8.03
1-Jun-22,560001,211.24,Others,5.54
1-Jun-22,600001,174.99,Others,7.12
1-Jun-22,500001,157.64,Others,7.46
1-Jun-22,411001,152.13,Others,8.54
1-Jun-22,380001,115.47,Others,6.62
1-Jun-22,302001,85.72,Others,6.45
1-Jun-22,226001,73.7,Others,5.41
1-Jun-22,800008,60.5,Others,7.48
1-Jun-22,641001,53.6,Others,9.11
1-Jun-22,160017,39.02,Others,8.91
1-Jun-22,122001,30.35,Others,8.06
1-Jun-22,492001,18.92,Others,6.69
1-Jul-22,400001,348.85,Others,5.76
1-Jul-22,110001,287.25,Others,7.34
1-Jul-22,700001,267.16,Others,7.83
1-Jul-22,560001,239.26,Others,7.56
1-Jul-22,600001,198.2,Others,8.2
1-Jul-22,500001,178.56,Others,6.28
1-Jul-22,411001,172.31,Others,7.6
1-Jul-22,380001,130.79,Others,8.18
1-Jul-22,302001,97.09,Others,6.24
1-Jul-22,226001,83.47,Others,5.73
1-Jul-22,800008,68.52,Others,7.77
1-Jul-22,641001,60.71,Others,7.56
1-Jul-22,160017,44.19,Others,9.01
1-Jul-22,122001,34.37,Others,8.72
1-Jul-22,492001,21.43,Others,6.63
1-Aug-22,400001,333.45,Others,7.35
1-Aug-22,110001,274.57,Others,8.29
1-Aug-22,700001,255.37,Others,7.28
1-Aug-22,560001,228.7,Others,6.95
